,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget
6291,zookeeper,2011-08-17,Comédie,1h 39min,Frank Coraci,"Jay Sherick, David Ronn","Kevin James, Rosario Dawson, Leslie Bibb",U.S.A.,Sony Pictures Releasing France,Box Office France,73107,"1,0","2,2",356903.0,80000000
6292,les fautes d'orthographe,2004-11-03,Drame,1h 30min,Jean-Jacques Zilbermann,"Jean-Jacques Zilbermann, Philippe Lasry","Damien Jouillerot, Carole Bouquet, Olivier Gourmet",France,Bac Films,Box Office France,121973,"3,3","2,2",40748.0,0
6293,les filles au moyen âge,2016-01-27,Comédie,1h 28min,Hubert Viel,Hubert Viel,"Chann Aglat, Léana Doucet, Malonn Lévana",France,Potemkine Films,Box Office France,2819,"3,7","3,6",60324.0,0
6294,un jour mon père viendra,2012-01-04,Comédie,1h 39min,Martin Valente,"Martin Valente, Gianguido Spinelli","Gérard Jugnot, François Berléand, Olivia Ruiz",France,Gaumont Distribution,Box Office France,103532,"2,5","2,1",721298.0,0
6295,gaza mon amour,2021-10-06,"Comédie, Drame",1h 28min,Arab Nasser,"Tarzan Nasser, Arab Nasser, Tarzan Nasser","Salim Daw, Hiam Abbass, Maisa Abd Elhadi",France,Dulac Distribution,Box Office France,15130,"3,4","3,3",90729.0,0
6296,favolacce,2021-10-13,Drame,1h 40min,Fabio D'Innocenzo,"Damiano D'Innocenzo, Damiano D'Innocenzo, Fabio D'Innocenzo","Elio Germano, Barbara Chichiarelli, Lino Musella",Italie,Le Pacte,Box Office France,2986,"2,9","3,0",4421.0,0
6297,vento seco,2021-08-11,"Drame, Romance",1h 50min,Daniel Nolasco,Daniel Nolasco,"Leandro Faria Lelo, Allan Jacinto Santana, Renata Carvalho",Brésil,Optimale Distribution,Box Office France,1033,"2,9","2,5",7844.0,0
6298,the horse thieves. roads of time,2021-07-28,Drame,1h 24min,Yerlan Nurmukhambetov,"Lisa Takeba, Yerlan Nurmukhambetov","Mirai Moriyama, Samal Yeslyamova, Madi Minaidarov",kazakhstan,ASC Distribution,Box Office France,1289,"3,5","3,7",8804.0,0
6299,le choc du futur,2019-06-19,"Drame, Musical",1h 24min,Marc Collin,"Élina Gakou-Gomba, Marc Collin","Alma Jodorowsky, Clara Luciani, Philippe Rebbot",France,Premium Films,Box Office France,248,"2,4","2,9",15457.0,0
6300,un soupçon d'amour,2020-09-09,Drame,1h 32min,Paul Vecchiali,Paul Vecchiali,"Marianne Basler, Fabienne Babe, Jean-Philippe Puymartin",France,Epicentre Films,Box Office France,2317,"3,6","2,3",15714.0,0
6301,made in bangladesh,2019-12-04,Drame,1h 35min,Rubaiyat Hossain,"Rubaiyat Hossain, Philippe Barrière","Rikita Shimu, Novera Rahman, Parvin Paru",Bengladesh,Pyramide Distribution,Box Office France,10897,"3,4","3,5",191850.0,0
6302,the mumbai murders,2018-11-21,Thriller,2h 06min,Anurag Kashyap,"Vasan Bala, Anurag Kashyap","Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala",Inde,Stray Dogs Distribution,Box Office France,2269,"3,5","3,6",86365.0,521873
6303,el club,2015-11-18,Drame,1h 37min,Pablo Larraín,"Guillermo Calderón, Daniel Villalobos","Alfredo Castro, Roberto Farías, Antonia Zegers",Chili,Wild Bunch Distribution,Box Office France,15007,"3,6","3,6",228370.0,0
6304,mon tissu préféré,2018-07-18,Drame,1h 35min,Gaya Jiji,Gaya Jiji,"Manal Issa, Ula Tabari, Souraya Baghdadi",France,Arte,Box Office France,7207,"2,9","2,7",220395.0,0
6305,how to talk to girls at parties,2018-06-20,"Comédie, Science fiction, Romance, Musical",1h 42min,John Cameron Mitchell,"John Cameron Mitchell, Philippa Goslett","Elle Fanning, Alex Sharp (II), Nicole Kidman",Grande-Bretagne,ARP Sélection,Box Office France,12541,"3,4","3,1",81937.0,0
6306,kabullywood,2019-02-06,"Comédie dramatique, Guerre, Drame, Comédie",1h 25min,Louis Meunier,"Ariel Nasr, Louis Meunier","Roya Heydari, Omid Rawendah, Ghulam Reza Rajabi",France,Destiny Films,Box Office France,2622,"3,4","3,7",12839.0,0
6308,linhas de wellington,2012-11-21,"Guerre, Historique",2h 31min,Valeria Sarmiento,Carlos Saboga,"Nuno Lopes, Soraia Chaves, Marisa Paredes",France,Alfama Films,Box Office France,15803,"3,8","2,5",283704.0,4800000
6309,dupa dealuri,2012-11-21,Drame,2h 32min,Cristian Mungiu,Cristian Mungiu,"Cosmina Stratan, Cristina Flutur, Valeriu Andriutã",France,Le Pacte,Box Office France,26368,"3,8","3,4",615309.0,0
6310,the damned united,2009-11-18,"Biopic, Drame",1h 37min,Tom Hooper,"Peter Morgan, David Peace","Michael Sheen, Timothy Spall, Colm Meaney",Grande-Bretagne,Sony Pictures Releasing France,Box Office France,1252,"3,6","3,8",63681.0,10000000
6312,compte tes blessures,2017-01-25,Drame,1h 20min,Morgan Simon,Morgan Simon,"Kévin Azaïs, Monia Chokri, Nathan Willcocks",France,Rezo Films,Box Office France,10094,"2,9","3,5",80234.0,0
6313,kishibe no tabi,2015-09-30,"Romance, Drame",2h 07min,Kiyoshi Kurosawa,"Kiyoshi Kurosawa, Takashi Yujita","Eri Fukatsu, Tadanobu Asano, Yû Aoi",France,Condor Distribution,Box Office France,30117,"4,3","3,6",283080.0,0
6314,gaby baby doll,2014-12-17,"Comédie, Drame, Romance",1h 28min,Sophie Letourneur,"Sophie Letourneur, Anne-Louise Trividic","Lolita Chammah, Benjamin Biolay, Félix Moati",France,Shellac,Box Office France,7936,"2,8","2,2",140479.0,0
6316,closed circuit,2014-03-26,"Thriller, Policier, Drame",1h 36min,John Crowley,Steven Knight,"Eric Bana, Rebecca Hall, Ciarán Hinds",Grande-Bretagne,Universal Pictures International France,Box Office France,6183,"2,4","2,8",321873.0,0
6317,chronic,2015-10-21,Drame,1h 33min,Michel Franco,Michel Franco,"Tim Roth, Sarah Sutherland, Robin Bartlett",Mexique,Wild Bunch Distribution,Box Office France,6823,"3,0","2,8",150347.0,0
6318,la marcheuse,2016-02-03,"Drame, Thriller",1h 20min,Naël Marandin,"Naël Marandin, Marion Doussot","Qiu Lan, Yannick Choirat, Louise Chen",France,Rezo Films,Box Office France,4421,"3,0","3,0",25106.0,0
6319,303,2019-07-24,"Drame, Romance",2h 00min,Hans Weingartner,"Hans Weingartner, Silke Eggert","Anton Spieker, Mala Emde, Caroline Erikson",Allemagne,Wayna Pitch,Box Office France,463,"3,2","3,5",58921.0,0
6322,wolfy ! et les loups en délire,2021-07-14,"Animation, Famille",0h 37min,Natalia Malykhina,"Marion Jamault, Michaël Journolleau","Aurélien Osinski, Aurélien Osinski, Clovis Béziès-Gros",Norvège,Les Films du Whippet,Box Office France,4969,"3,7","3,1",87067.0,0
6325,ausente,2011-07-27,Drame,1h 27min,Marco Berger,Marco Berger,"Carlos Echevarría, Javier De Pietro, Antonella Costa",Argentine,Bodega Films,Box Office France,5589,"2,8","2,7",104067.0,0
6326,les mains libres,2010-06-16,Drame,1h 40min,Brigitte Sy,"Brigitte Sy, Gaëlle Macé","Ronit Elkabetz, Carlo Brandt, Noémie Lvovsky",France,Chrysalis Films,Box Office France,6760,"3,8","3,2",29894.0,0
6327,lourdes,2011-07-27,Drame,1h 39min,Jessica Hausner,Jessica Hausner,"Sylvie Testud, Léa Seydoux, Bruno Todeschini",France,Dulac Distribution,Box Office France,20256,"3,6","2,5",417417.0,2500000
6328,les parisiens,2004-09-15,Comédie,1h 59min,Claude Lelouch,"Claude Lelouch, Pierre Uytterhoeven"," Maïwenn, Mathilde Seigner, Alessandra Martines",France,Les Films 13,Box Office France,130649,"2,5","1,8",37036.0,0
6329,comment j'ai tué mon père,2001-09-19,Drame,1h 40min,Anne Fontaine,"Jacques Fieschi, Anne Fontaine","Amira Casar, Hubert Koundé, Karole Rocher",France,Pathé,Box Office France,118601,"3,8","3,2",4837.0,29000000
6330,la guerre des tuques 3d,2016-12-21,"Animation, Famille, Comédie",1h 22min,Jean-François Pouliot,"François Brisson, Normand Canac-Marquis, Paul Risacher","Erza Muqoli, Sophie Cadieux, Gabriel Gros",Canada,Océan Films,Box Office France,110004,"2,5","2,8",147639.0,12500000
6331,inhebbek hedi,2016-12-28,"Drame, Romance",1h 33min,Mohamed Ben Attia,Mohamed Ben Attia,"Majd Mastoura, Rym Ben Messaoud, Sabah Bouzouita",Tunisie,Bac Films,Box Office France,18701,"3,6","3,5",396014.0,0
6332,die häschenschule 2 - der große eierklau,2022-04-13,"Animation, Famille",1h 16min,Ute von Münchow-Pohl,"Katja Grübel, Dagmar Rehbinder","Noah Levi, Elise Eikermann, Senta Berger",Allemagne,KMBO,Box Office France,49805,"3,0","3,3",99392.0,0
6333,the navigators,2002-01-02,Comédie dramatique,1h 36min,Ken Loach,Rob Dawber,"Dean Andrews, Thomas Craig, Joe Duttine",Grande-Bretagne,Diaphana Films,Box Office France,71801,"4,0","3,5",7236.0,0
6334,la sirène rouge,2002-08-21,"Drame, Aventure",1h 58min,Olivier Megaton,"Norman Spinrad, Robert Conrath","Jean-Marc Barr, Alexandra Negrao, Asia Argento",France,Haut et Court,Box Office France,121312,"2,8","2,2",8177.0,0
6336,celle que j'aime,2009-04-22,"Comédie, Romance",1h 43min,Élie Chouraqui,"Élie Chouraqui, Jean-Marie Duprez","Marc Lavoine, Barbara Schulz, Gérard Darmon",France,Mars Films,Box Office France,114079,"1,9","1,8",314281.0,0
6337,om det oändliga,2021-08-04,"Drame, Comédie, Fantastique",1h 16min,Roy Andersson,Roy Andersson,"Martin Serner, Jessica Lothander, Jessica Lothander",Suède,KMBO,Box Office France,2532,"3,0","2,6",109703.0,4700000
6338,tout le plaisir est pour moi,2004-08-18,Comédie,1h 22min,Isabelle Broué,"Isabelle Broué, Hélène Woillot","Marie Gillain, Julien Boisselier, Garance Clavel",France,Mars Distribution,Box Office France,126459,"2,7","1,8",58163.0,0
6339,sunshine cleaning,2009-06-10,Comédie,1h 20min,Christine Jeffs,Megan Holley,"Amy Adams, Emily Blunt, Alan Arkin",U.S.A.,Surreal Distribution,Box Office France,32647,"3,5","3,2",190052.0,5000000
6340,the secret life of words,2006-04-19,"Drame, Romance",1h 55min,Isabel Coixet,Isabel Coixet,"Sarah Polley, Tim Robbins, Javier Cámara",Espagne,Diaphana Films,Box Office France,34266,"3,3","3,3",37751.0,5000000
6341,dancing arabs,2015-02-11,Drame,1h 44min,Eran Riklis,Sayed Kashua,"Tawfeek Barhom, Michael Moshonov, Danielle Kitzis",Israël,Pyramide Distribution,Box Office France,30125,"3,5","3,9",73007.0,0
6342,o som ao redor,2014-02-26,"Drame, Thriller",2h 11min,Kleber Mendonça Filho,Kleber Mendonça Filho,"Irandhir Santos, Gustavo Jahn, Maeve Jinkings",Brésil,Survivance,Box Office France,6080,"4,2","3,6",39190.0,0
6343,la résistance de l'air,2015-06-17,Drame,1h 43min,Fred Grivois,"Fred Grivois, Thomas Bidegain","Reda Kateb, Ludivine Sagnier, Johan Heldenbergh",France,Gaumont Distribution,Box Office France,402,"2,6","2,9",358702.0,0
6344,albahr 'amamakum,2022-04-13,Drame,1h 56min,Ely Dagher,Ely Dagher,"Manal Issa, Roger Azar, Yara Abou Haidar",Liban,JHR Films / Jour2Fête,Box Office France,1136,"3,3","2,8",51845.0,Erreur lors de la requête API 2.
6345,le mentor,2013-04-10,Drame,1h 23min,Jean-Pierre Mocky,"Jean-Pierre Mocky, André Ruellan","Jean-Pierre Mocky, Solène Hebert, Clovis Fouin",France,Panoceanic Films,Box Office France,897,"3,6",--,13447.0,0
6346,diaz: don't clean up this blood,2013-06-05,Drame,2h 01min,Daniele Vicari,"Daniele Vicari, Laura Paolucci","Claudio Santamaria, Jennifer Ulrich, Elio Germano",Italie,Le Pacte,Box Office France,5628,"3,3","3,8",273461.0,6453637
6347,a late quartet,2013-07-10,Drame,1h 45min,Yaron Zilberman,"Yaron Zilberman, Seth Grossman","Catherine Keener, Christopher Walken, Philip Seymour Hoffman",U.S.A.,Metropolitan FilmExport,Box Office France,11167,"2,9","3,4",117314.0,0
6348,5 è il numero perfetto,2019-10-23,"Policier, Thriller, Drame",1h 46min,Igor Tuveri,Igor Tuveri,"Toni Servillo, Valeria Golino, Carlo Buccirosso",Italie,Nour Films,Box Office France,4723,"2,8","2,8",124207.0,0
6349,ma vie avec james dean,2019-01-23,Comédie,1h 48min,Dominique Choisy,Dominique Choisy,"Johnny Rasse, Mickaël Pelissier, Nathalie Richard",France,Optimale Distribution,Box Office France,1821,"3,4","2,8",25025.0,0
6350,viva la libertà,2014-02-05,Comédie,1h 34min,Roberto Andò,"Roberto Andò, Angelo Pasquini","Toni Servillo, Valerio Mastandrea, Valeria Bruni Tedeschi",Italie,Bellissima Films,Box Office France,25568,"3,2","3,9",202483.0,5000000
6351,paraísos artificiais,2012-10-31,Drame,1h 36min,Marcos Prado,"Marcos Prado, Pablo Padilla","Nathalia Dill, Luca Bianchi, Bernardo Barreto",Brésil,Damned Distribution,Box Office France,433,"1,4","3,0",316570.0,0
6352,goodnight soldier,2022-06-29,Drame,1h 37min,Hiner Saleem,"Hiner Saleem, Véronique Wüthrich","Galyar Nerway, Dilin Doger, Alend Hazim",France,Jour2fête,Box Office France,3088,"2,9","3,2",50146.0,0
6354,les particules,2019-06-05,"Drame, Fantastique",1h 38min,Blaise Harrison,"Blaise Harrison, Mariette Désert","Thomas Daloz, Néa Lüders, Salvatore Ferro",France,Les Films du Losange,Box Office France,5849,"3,1","2,3",121935.0,0
6355,gabrielle,2005-09-28,Drame,1h 30min,Patrice Chéreau,"Anne-Louise Trividic, Patrice Chéreau","Isabelle Huppert, Pascal Greggory, Claudia Coli",France,Mars Distribution,Box Office France,103731,"3,4","2,2",108250.0,0
6356,chopper,2001-05-30,"Policier, Drame",1h 34min,Andrew Dominik,Andrew Dominik,"Eric Bana, Vince Colosimo, David Field",Australie,Sagittaire Films,Box Office France,22271,"2,8","3,0",14925.0,0
6357,tant pis pour le sud,2022-09-28,Comédie dramatique,1h 44min,Vincent Orst,Vincent Orst,"Cédrick Spinassou, Alex Blanchard, Lotfi Zarouel",France,Panoceanic Films,Box Office France,70,"3,9",--,3474.0,0
6359,robot and frank,2012-09-19,"Comédie, Drame, Science fiction",1h 25min,Jake Schreier,Christopher Ford,"Frank Langella, Susan Sarandon, James Marsden",U.S.A.,EuropaCorp Distribution,Box Office France,19288,"3,4","3,7",933496.0,2500000
6360,nèg maron,2005-01-19,Drame,1h 35min,Jean-Claude Barny,"Jean-Claude Barny, Alain Agat"," Admiral T, D. Daly, Stomy Bugsy",France,Mars Distribution,Box Office France,42211,"3,1","3,1",37606.0,0
6361,le pied nickelé,2022-06-08,Comédie,1h 38min,Jean-Loup Martin,"Chantal Gerlier-Martin, Jean-Loup Martin","René Collombat, Serge Papagalli, Louise Cor",France,Panoceanic Films,Box Office France,17,"2,6",--,2636.0,0
6362,jasmine,2013-10-30,Animation,1h 10min,Alain Ughetto,"Alain Ughetto, Jacques Reboud","Jean-Pierre Darroussin, Fanzaneh Ramzi",France,Shellac,Box Office France,2039,"4,1","3,1",94056.0,0
6363,viva riva !,2012-04-18,Drame,1h 38min,Djo Tunda Wa Munga,Djo Tunda Wa Munga,"Manie Malone, Patsha Bay, Hoji Fortuna",France,Happiness Distribution,Box Office France,17553,"3,3","2,9",131088.0,0
6364,madame edouard,2004-06-02,"Policier, Comédie",1h 37min,Nadine Monfils,"Nadine Monfils, Patrick Ligardes","Michel Blanc, Didier Bourdon, Josiane Balasko",France,Noé Productions,Box Office France,49000,"2,7","2,3",13325.0,0
6365,bienvenue au gîte,2003-09-03,Comédie,1h 45min,Claude Duty,"Jean-Philippe Barrau, Claude Duty","Jean-Louis Barcelona, Marina Foïs, Philippe Harel",France,Mars Distribution,Box Office France,153724,"2,8","2,1",12080.0,0
6367,mariage mixte,2004-05-26,"Comédie, Comédie dramatique",1h 44min,Alexandre Arcady,"Alexandre Arcady, Daniel Saint-Hamont","Gérard Darmon, Olivia Bonamy, Jean Benguigui",France,Quinta Distribution,Box Office France,120617,"2,3","1,7",24270.0,0
6368,der kreis,2015-03-04,Drame,1h 42min,Stefan Haupt,Stefan Haupt,"Matthias Hungerbühler, Peter Jecklin, Martin Hug",Suisse,Outplay Films,Box Office France,2471,"3,3","3,9",26448.0,0
6369,salamandra,2010-04-21,Comédie dramatique,1h 31min,Pablo Agüero,Pablo Agüero,"Joaquin Aguila, Dolores Fonzi, Daniel Fanego",France,Bodega Films,Box Office France,954,"3,6","2,3",10850.0,0
6371,l'estate di giacomo,2012-07-04,Drame,1h 18min,Alessandro Comodin,Alessandro Comodin,"Giacomo Zulian, Stefania Comodin, Barbara Colombo",Italie,NiZ !,Box Office France,1653,"3,6","1,6",40005.0,0
6372,circumstance,2012-02-08,Drame,1h 45min,Maryam Keshavarz,Maryam Keshavarz,"Nikohl Boosheri, Sarah Kazemy, Reza Sixo Safai",U.S.A.,Ad Vitam,Box Office France,10214,"2,9","3,4",304769.0,0
6373,"takara, la nuit où j'ai nagé",2018-05-02,Drame,1h 18min,Damien Manivel,"Kohei Igarashi, Damien Manivel, Kohei Igarashi","Takara Kogawa, Keiki Kogawa, Takashi Kogawa",Japon,Shellac,Box Office France,1443,"3,6","2,9",92754.0,0
6374,vinterbrødre,2018-02-21,Drame,1h 34min,Hlynur Pálmason,Hlynur Pálmason,"Elliott Crosset Hove, Simon Sears, Victoria Carmen Sonne",Danemark,Arizona Distribution,Box Office France,4340,"3,6","2,9",14326.0,0
6375,vergine giurata,2015-09-30,Drame,1h 27min,Laura Bispuri,"Laura Bispuri, Francesca Manieri","Alba Rohrwacher, Flonja Kodheli, Lars Eidinger",Italie,Pretty Pictures,Box Office France,6131,"3,6","3,6",118070.0,0
6377,le vilain petit canard et moi,2007-02-14,Animation,1h 28min,Michael Hegner,"Karsten Kiilerich, Mark Hodkinson","Bruno Solo, Matt Pokora, Leslie Bourgouin",France,Gebeka Films,Box Office France,98068,"2,7","1,8",218011.0,0
6378,l'avion,2005-07-20,"Comédie, Drame",1h 40min,Cédric Kahn,"Cédric Kahn, Ismael Ferroukhi","Roméo Botzaris, Isabelle Carré, Vincent Lindon",France,Pathé,Box Office France,73667,"3,0","2,0",48641.0,13339000
6379,une folle envie,2011-05-18,"Comédie, Romance",1h 20min,Bernard Jeanjean,"Bernard Jeanjean, Martine Fontaine","Clovis Cornillac, Olivia Bonamy, Marianne Denicourt",France,SND,Box Office France,54270,"1,8",--,1389081.0,0
6380,anything else,2003-10-29,"Comédie, Romance",1h 48min,Woody Allen,Woody Allen,"Woody Allen, Jason Biggs, Christina Ricci",U.S.A.,Bac Films,Box Office France,191412,"3,6","3,0",1310.0,0
6381,figlia mia,2018-06-27,Drame,1h 37min,Laura Bispuri,"Francesca Manieri, Laura Bispuri","Valeria Golino, Alba Rohrwacher, Sara Casu",Allemagne,UFO Distribution,Box Office France,10590,"3,2","3,0",148952.0,0
6382,über uns das all,2012-04-18,Drame,1h 28min,Jan Schomburg,Jan Schomburg,"Sandra Hüller, Georg Friedrich, Felix Knopp",Allemagne,Dulac Distribution,Box Office France,20644,"2,9","3,2",684067.0,0
6383,rupture pour tous,2016-11-23,Comédie,1h 31min,Eric Capitaine,"Eric Capitaine, Camille Chamoux","Benjamin Lavernhe, Elisa Erka, Aïssa Maïga",France,Légende Distribution,Box Office France,8179,"2,6","2,7",263866.0,0
6384,una vita tranquilla,2011-08-03,Drame,1h 45min,Claudio Cupellini,"Filippo Gravino, Guido Iuculano","Toni Servillo, Marco D'Amore, Francesco Di Leva",France,Bellissima Films,Box Office France,15750,"3,4","3,5",201266.0,0
6385,"léa, un ange dans ma maison",2015-01-21,Thriller,1h 26min,Jacques-Hervé Fichet,Jacques-Hervé Fichet,"Stephan Petit, Jacques-Hervé Fichet, Lou-Émilie Alves",France,747 entrées,Box Office France,319,"2,3","3,3",21230.0,0
6387,les secrets,2010-05-19,"Drame, Famille",1h 30min,Raja Amari,Raja Amari,"Hafsia Herzi, Soundes Bel Hassen, Wassila Dari",Tunisie,Dulac Distribution,Box Office France,8409,"3,4","3,0",248775.0,14470000
6388,noble,2015-05-20,"Drame, Biopic",1h 41min,Stephen Bradley,Stephen Bradley,"Deirdre O'Kane, Sarah Greene, Brendan Coyle",Grande-Bretagne,Saje Distribution,Box Office France,20282,"2,9","3,9",75593.0,0
6389,"tirez la langue, mademoiselle",2013-09-04,Comédie dramatique,1h 42min,Axelle Ropert,Axelle Ropert,"Louise Bourgoin, Cédric Kahn, Laurent Stocker",France,Pyramide Distribution,Box Office France,52096,"3,6","2,1",231714.0,0
6390,opium,2013-10-02,"Comédie musicale, Drame",1h 18min,Arielle Dombasle,"Arielle Dombasle, Patrick Mimouni","Grégoire Colin, Samuel Mercer, Arielle Dombasle",France,Margo Cinema,Box Office France,1193,"2,7","2,2",21534.0,0
6391,bella ciao,2001-07-18,Drame,1h 45min,Stéphane Giusti,"Stéphane Giusti, Raphaëlle Desplechin","Nicolas Cazalé, Jacques Gamblin, Yaël Abecassis",Italie,SND,Box Office France,41635,"2,3","2,8",4451.0,0
6392,yasha-ga-ike,2021-09-22,"Drame, Fantastique",2h 04min,Masahiro Shinoda,"Haruhiko Mimura, Takeshi Tamura","Tamasaburo Bando, Go Kato, Tsutomu Yamazaki",Japon,Carlotta Films,Box Office France,827,"3,0",--,1769.0,0
6394,america's sweethearts,2001-10-31,"Comédie, Romance",1h 42min,Joe Roth,"Billy Crystal, Peter Tolan","Julia Roberts, Catherine Zeta-Jones, John Cusack",U.S.A.,Columbia TriStar Films,Box Office France,367749,"3,0","2,0",13551.0,64400000
6395,norm of the north,2016-12-21,"Animation, Aventure, Comédie",1h 30min,Trevor Wall,"Malcolm T. Goldman, Steve Altiere","Omar Sy, Rob Schneider, Med Hondo",U.S.A.,La Belle Company,Box Office France,259795,"2,1","1,9",395917.0,7000000
6396,divorces,2009-10-14,"Comédie, Romance",1h 40min,Valérie Guignabodet,"Valérie Guignabodet, Franck Philippon","François-Xavier Demaison, Pascale Arbillot, Mathias Mlekuz",France,StudioCanal,Box Office France,100651,"2,2","1,8",248628.0,0
6397,daddy day camp,2007-08-22,"Comédie, Famille",1h 29min,Fred Savage,"Geoff Rodkey, J. David Stem","Cuba Gooding Jr., Paul Rae, Lochlyn Munro",U.S.A.,Sony Pictures Releasing France,Box Office France,22729,"1,6",--,57353.0,6000000
6398,mumu,2010-03-24,Comédie,1h 30min,Joël Seria,Joël Seria,"Sylvie Testud, Baltazar Dejean de la Bâtie, Jean-François Balmer",France,Gebeka Films,Box Office France,24559,"2,8","2,5",98550.0,0
6399,back to gaya,2005-07-27,Animation,1h 27min,Lenard Fritz Krawinkel,"Holger Trappe, Lenard F. Krawinkel, Jan Berger, Don McEnergy","Michael Bully Herbig, Vanessa Petruo, Sebastian Höffner",Allemagne,Metropolitan FilmExport,Box Office France,25182,"2,8","1,8",68499.0,0
6400,je vais te manquer,2009-06-10,"Comédie, Romance",1h 35min,Amanda Sthers,Amanda Sthers,"Carole Bouquet, Pierre Arditi, Anne Marivin",France,UGC Distribution,Box Office France,98334,"2,3","2,1",265307.0,0
6401,qui perd gagne!,2004-06-23,"Comédie, Policier",1h 32min,Laurent Bénégui,"Laurent Bénégui, Guy Zylberstein","Thierry Lhermitte, Elsa Zylberstein, Samir Guesmi",France,365 449 entrées,Box Office France,276501,"2,7","1,7",25001.0,0
6402,cette femme-là,2003-10-15,Policier,1h 40min,Guillaume Nicloux,Guillaume Nicloux,"Josiane Balasko, Eric Caravaca, Aurélien Recoing",France,TFM Distribution,Box Office France,77901,"3,4","2,5",6654.0,0
6403,petra,2019-05-08,"Drame, Thriller",1h 47min,Jaime Rosales,"Jaime Rosales, Clara Roquet","Bárbara Lennie, Alex Brendemühl, Joan Botey",Espagne,Condor Distribution,Box Office France,11345,"2,7","3,3",159457.0,0
6404,les châteaux de sable,2015-04-01,Drame,1h 38min,Olivier Jahan,"Olivier Jahan,  Diastème","Emma de Caunes, Yannick Renier, Jeanne Rosa",France,La Belle Company,Box Office France,40910,"3,3","3,7",418585.0,0
6406,le dernier coup de marteau,2015-03-11,Drame,1h 23min,Alix Delaporte,Alix Delaporte,"Romain Paul, Clotilde Hesme, Grégory Gadebois",France,Pyramide Distribution,Box Office France,50952,"3,6","3,4",239778.0,0
6407,du goudron et des plumes,2014-07-09,"Comédie dramatique, Romance",1h 31min,Pascal Rabaté,"Pascal Rabaté, Antoine Pinson","Sami Bouajila, Isabelle Carré, Daniel Prévost",France,Ad Vitam,Box Office France,28358,"3,1","2,4",154380.0,0
6409,requiem pour une tueuse,2011-02-23,"Thriller, Espionnage",1h 31min,Jérôme Le Maire,Jérôme Le Maire,"Mélanie Laurent, Clovis Cornillac, Tchéky Karyo",France,StudioCanal,Box Office France,80872,"1,5","1,7",789005.0,0
6410,ain't them bodies saints,2013-09-18,"Drame, Policier",1h 41min,David Lowery,David Lowery,"Rooney Mara, Casey Affleck, Ben Foster",U.S.A.,Diaphana Distribution,Box Office France,16195,"3,2","3,0",233272.0,4000000
6411,yona yona penguin,2010-02-03,Animation,1h 25min,Rintaro,"Tomoko Konparu, Dominique Lavigne","Clara Quilichini, Audrey Sable, Céline Ronte",Japon,Gebeka Films,Box Office France,4309,"2,7","2,7",60392.0,0
6412,l'age des ténèbres,2007-09-26,Comédie dramatique,1h 48min,Denys Arcand,Denys Arcand,"Marc Labreche, Diane Kruger, Sylvie Léonard",Canada,StudioCanal,Box Office France,47594,"2,6","2,5",123783.0,0
6413,hs hors service,2001-06-13,"Comédie, Policier",1h 35min,Jean-Paul Lilienfeld,Jean-Paul Lilienfeld,"Claudia Gerini, Catherine Mouchet, Olivier Sitruk",Belgique,Océan Films,Box Office France,92037,"2,5","2,0",7063.0,0
6415,la patota,2016-04-13,"Thriller, Drame",1h 43min,Santiago Mitre,"Santiago Mitre, Mariano Llinás","Dolores Fonzi, Oscar Martinez, Esteban Lamothe",Argentine,Ad Vitam,Box Office France,10057,"3,4","3,3",27794.0,0
6416,didine,2008-01-23,"Comédie, Romance",1h 43min,Vincent Dietschy,Anne Le Ny,"Géraldine Pailhas, Christopher Thompson, Julie Ferrier",France,Pyramide Distribution,Box Office France,38516,"3,7","2,5",151548.0,0
6417,entre chiens et loups,2002-09-11,"Aventure, Action, Drame",1h 50min,Alexandre Arcady,"Alexandre Arcady, Alexandre Aja","Richard Berry, Saïd Taghmaoui, Joaquim de Almeida",France,Metropolitan FilmExport,Box Office France,77276,"2,4","1,9",93599.0,0
6418,el rey de todo el mundo,2022-11-23,"Drame, Musical",1h 35min,Carlos Saura,Carlos Saura,"Ana de la Reguera, Manuel Garcia-Rulfo, Isaac Hernández",Espagne,Eurozoom,Box Office France,1140,"3,0","3,3",2875.0,0
6419,la question humaine,2007-09-12,Drame,2h 21min,Nicolas Klotz,Elisabeth Perceval,"Patrick Zocco, Mathieu Amalric, Michael Lonsdale",France,Dulac Distribution,Box Office France,32256,"3,9","2,0",74332.0,0
6420,"mercredi, folle journée !",2001-03-28,Comédie,2h 07min,Pascal Thomas,"François Caviglioli, Pascal Thomas","Vincent Lindon, Alessandra Martines, Victoria Lafaurie",France,Euripide Distribution,Box Office France,140216,"3,8","2,6",132346.0,0
6421,there's only one jimmy grimble,2001-06-06,Comédie dramatique,1h 46min,John Hay,"Rik Carmichael, John Hay","Lewis McKenzie, Robert Carlyle, Gina McKee",Grande-Bretagne,Pathé,Box Office France,26347,"2,6","3,5",9141.0,0
