,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris
4644,hotel artemis,2018-07-25,"Action, Thriller, Science fiction",1h 35min,Drew Pearce,Drew Pearce,"Jodie Foster, Sterling K. Brown, Dave Bautista",U.S.A.,Metropolitan FilmExport,Box Office France,54 098,"3,0","2,8",138009,15000000,25.93,25.42,24.07,25.54,24.62
4647,dohee-ya,2014-11-05,Drame,1h 59min,July Jung,July Jung,"Doona Bae, Kim Sae-Ron, Song Sae-Byeok",Corée du Sud,Epicentre Films,Box Office France,15 273,"3,3","3,8",50850,300000,15.84,8.29,9.11,7.83,8.96
4649,de toutes mes forces,2017-05-03,Drame,1h 38min,Chad Chenouga,"Chad Chenouga, Christine Paillard","Khaled Alouach, Yolande Moreau, Théo Fernandez",France,Ad Vitam,Box Office France,52 876,"3,6","3,9",267752,0,13.13,10.38,14.34,12.69,10.24
4650,broken city,2013-06-26,"Policier, Drame, Thriller",1h 49min,Allen Hughes,Brian Tucker,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones",U.S.A.,StudioCanal,Box Office France,73 624,"2,3","2,8",282564,56000000,18.7,13.53,18.67,19.69,15.6
4652,sayônara,2017-05-10,Drame,1h 52min,Kôji Fukada,Kôji Fukada,"Bryerly Long, Geminoid F, Hirofumi Arai",Japon,Survivance,Box Office France,1 926,"3,3","3,3",58161,0,17.62,18.22,18.74,14.57,17.59
4653,the vigil,2020-07-29,Epouvante-horreur,1h 30min,Keith Thomas (II),Keith Thomas (II),"Dave Davis, Menashe Lustig, Malky Goldman",U.S.A.,Goodfellas,Box Office France,36 359,"2,8","2,0",169815,0,24.42,21.63,23.0,23.61,22.88
4654,adoration,2020-01-22,"Thriller, Drame",1h 38min,Fabrice Du Welz,"Fabrice Du Welz, Vincent Tavier","Thomas Gioria, Fantine Harduin, Benoît Poelvoorde",Belgique,The Jokers / Les Bookmakers,Box Office France,5 473,"3,2","2,7",193359,0,4.85,4.46,10.01,4.83,0.94
4656,diane a les épaules,2017-11-15,Comédie,1h 27min,Fabien Gorgeart,Fabien Gorgeart,"Clotilde Hesme, Fabrizio Rongione, Thomas Suire",France,Haut et Court,Box Office France,20 367,"3,5","3,1",149962,0,14.04,7.61,6.2,2.63,7.77
4657,thunder road,2018-09-12,"Comédie, Drame",1h 29min,Jim Cummings (II),Jim Cummings (II),"Jim Cummings (II), Kendal Farr, Macon Blair",U.S.A.,Paname Distribution,Box Office France,30 216,"3,5","3,5",226624,0,22.53,15.59,19.0,23.51,17.53
4659,the climb,2020-07-29,"Drame, Comédie",1h 38min,Michael Angelo Covino,"Michael Angelo Covino, Kyle Marvin","Kyle Marvin, Michael Angelo Covino, Gayle Rankin",U.S.A.,Metropolitan FilmExport,Box Office France,26 556,"3,9","2,8",129410,0,24.42,21.63,23.0,23.61,22.88
4661,luaneshat et kodrës,2022-04-27,Drame,1h 23min,Luàna Bajrami,Luàna Bajrami,"Flaka Latifi, Uratë Shabani, Era Balaj",Kosovo,Le Pacte,Box Office France,4 342,"3,3","3,1",56796,Erreur lors de la requête API 2.,14.03,13.35,14.83,13.08,11.91
4662,sammy's avonturen 2,2012-08-15,"Animation, Aventure",1h 32min,Ben Stassen,"Vincent Kesteloot, Domonic Paris","Franck Dubosc, Franck Dubosc, Elie Semoun",Belgique,StudioCanal,Box Office France,227 490,"3,0","2,9",1195816,Erreur lors de la requête API 2.,26.34,24.04,24.7,27.3,22.65
4664,memento mori,2022-05-18,Drame,1h 36min,Jean Heches,"Jean Heches, Philippe Larcher","Philippe Larcher, Ruby Minard, Sylvain Urban",France,Septième Factory,Box Office France,495,"3,0","2,6",7363,0,19.7,16.06,20.81,22.97,18.66
4665,pieds nus sur les limaces,2010-12-01,"Comédie dramatique, Famille",1h 48min,Fabienne Berthaud,"Fabienne Berthaud, Pascal Arnold","Diane Kruger, Ludivine Sagnier, Denis Ménochet",France,Haut et Court,Box Office France,38 657,"3,1","3,0",375901,2300000,10.03,-2.39,6.07,-1.06,-0.45
4668,tinker bell: secret of the wings,2012-10-10,"Animation, Famille",1h 17min,Peggy Holmes,"Roberts Gannaway, Ryan Rowe, Tom Rogers","Timothy Dalton, Amel Bent, Lucy Hale",U.S.A.,The Walt Disney Company France,Box Office France,260 050,"2,4","3,8",2854668,0,17.91,9.89,14.44,12.92,11.3
4669,dead man talking,2013-03-27,Comédie dramatique,1h 41min,Patrick Ridremont,Patrick Ridremont,"Patrick Ridremont, François Berléand, Virginie Efira",Belgique,Atypik Films,Box Office France,8 593,"2,6","3,8",364055,0,7.03,2.46,9.66,7.42,2.62
4671,la bm du seigneur,2011-01-26,Drame,1h 24min,Jean-Charles Hue,Jean-Charles Hue,"Frédéric Dorkel, Angélina Dauber, Joseph Dorkel",France,Les Bookmakers / Capricci Films,Box Office France,4 570,"3,5","2,7",125421,0,0.81,-0.04,1.71,-0.87,-0.75
4672,le secret de la chambre noire,2017-03-08,"Drame, Fantastique",2h 11min,Kiyoshi Kurosawa,Kiyoshi Kurosawa,"Tahar Rahim, Constance Rousseau, Olivier Gourmet",France,Condor Distribution,Box Office France,13 825,"3,4","2,6",294499,0,10.4,9.35,12.94,10.68,9.02
4673,jane got a gun,2016-01-27,"Western, Action, Drame",1h 38min,Gavin O'Connor,"Brian Duffield, Anthony Tambakis","Natalie Portman, Joel Edgerton, Ewan McGregor",U.S.A.,TF1 Vidéo,Box Office France,110 854,"2,6","2,8",207983,25000000,8.44,9.35,11.23,9.15,8.47
4675,l'art de la fugue,2015-03-04,Comédie dramatique,1h 40min,Brice Cauvin,"Brice Cauvin, Raphaëlle Desplechin","Laurent Lafitte, Agnès Jaoui, Benjamin Biolay",France,KMBO,Box Office France,53 388,"2,7","2,2",494050,0,7.35,5.59,9.45,5.49,6.21
4676,c'est beau la vie quand on y pense,2017-04-12,Comédie dramatique,1h 33min,Gérard Jugnot,"Gérard Jugnot, Guy Laurent","Gérard Jugnot, François Deblock, Isabelle Mergault",France,UGC Distribution,Box Office France,140 490,"2,2","2,7",264823,0,12.42,9.65,14.26,12.61,10.58
4678,masterminds,2016-11-23,"Comédie, Policier",1h 38min,Jared Hess,"Chris Browman, Hubbel Palmer","Zach Galifianakis, Kristen Wiig, Owen Wilson",U.S.A.,Metropolitan FilmExport,Box Office France,55 757,"2,3","2,3",212302,25000000,15.78,4.42,9.13,9.94,8.39
4679,l'enfant rêvé,2020-10-07,"Romance, Drame",1h 47min,Raphaël Jacoulot,Raphaël Jacoulot,"Jalil Lespert, Louise Bourgoin, Mélanie Doutey",France,Paname Distribution,Box Office France,30 218,"3,0","2,6",189745,0,17.57,10.04,13.92,10.89,12.01
4680,antiviral,2013-02-13,"Science fiction, Thriller",1h 44min,Brandon Cronenberg,Brandon Cronenberg,"Caleb Landry Jones, Sarah Gadon, Malcolm McDowell",Canada,UFO Distribution,Box Office France,7 944,"2,7","2,4",409194,2400000,4.37,2.74,8.0,1.85,2.27
4686,till det som är vackert,2011-09-28,Drame,1h 38min,Lisa Langseth,Lisa Langseth,"Alicia Vikander, Samuel Fröler, Martin Wallström",Suède,ASC Distribution,Box Office France,1 905,"3,0","3,7",87323,0,22.81,17.29,20.05,18.63,19.07
4689,l'atelier,2017-10-11,Drame,1h 53min,Laurent Cantet,"Laurent Cantet, Robin Campillo","Marina Foïs, Matthieu Lucci, Warda Rammach",France,Diaphana Distribution,Box Office France,47 134,"3,9","3,4",217059,0,21.58,15.96,17.23,17.72,16.01
4690,texas killing fields,2011-12-28,"Thriller, Policier, Drame",1h 44min,Ami Canaan Mann,Don Ferrarone,"Sam Worthington, Jeffrey Dean Morgan, Chloë Grace Moretz",U.S.A.,Metropolitan FilmExport,Box Office France,52 175,"2,6","2,5",282184,0,16.25,8.4,9.5,4.93,6.42
4691,a toute épreuve,2014-07-09,Comédie,1h 35min,Antoine Blossier,"Antoine Blossier, Sabrina Amara","Marc Lavoine, Valérie Karsenti, Thomas Solivérès",France,Gaumont Distribution,Box Office France,153 115,"3,0","2,9",396628,0,20.15,17.7,19.04,18.58,17.44
4694,umi yori mo mada fukaku,2017-04-26,Drame,1h 58min,Hirokazu Kore-eda,Hirokazu Kore-eda,"Hiroshi Abe, Yoko Maki, Yoshizawa Taiyo",Japon,Le Pacte,Box Office France,51 882,"3,9","3,6",244761,0,11.08,8.4,12.14,8.55,9.33
4695,fritzi - eine wendewundergeschichte,2021-07-07,"Animation, Famille, Historique",1h 26min,Ralf Kukula,"Matthias Bruhn, Beate Völcker","Ali Lyons, Oisin Conroy, Lucy Carolan",Allemagne,Septième Factory,Box Office France,631,"3,3","3,2",8946,0,20.32,18.34,19.48,18.88,17.9
4698,un été comme ça,2022-07-27,Drame,2h 17min,Denis Côté,Denis Côté,"Larissa Corriveau, Aude Mathieu, Laure Giappiconi",Canada,Shellac,Box Office France,472,"2,9","2,4",11785,0,24.84,21.73,24.23,24.35,23.9
4700,every thing will be fine,2015-04-22,Drame,1h 55min,Wim Wenders,Bjørn Olaf Johannessen,"James Franco, Charlotte Gainsbourg, Marie-Josée Croze",Allemagne,Bac Films,Box Office France,32 241,"2,7","2,6",358487,12000000,14.36,10.23,15.97,16.32,12.29
4701,jimmy p.,2013-09-11,Drame,2h 02min,Arnaud Desplechin,Arnaud Desplechin,"Benicio Del Toro, Mathieu Amalric, Michelle Thrush",France,Le Pacte,Box Office France,104 826,"3,5","3,4",357965,10000000,19.04,13.39,16.46,14.86,13.49
4702,de behandeling,2015-12-30,Thriller,2h 07min,Hans Herbots,Carl Joos,"Geert Van Rampelberg, Ina Geerts, Johan Van Assche",Belgique,KMBO,Box Office France,8 441,"2,9","3,3",281914,0,17.15,6.72,10.43,7.29,8.3
4703,la mélodie,2017-11-08,Drame,1h 42min,Rachid Hami,"Rachid Hami, Guy Laurent","Kad Merad, Samir Guesmi, Renély Alfred",France,UGC Distribution,Box Office France,55 571,"2,9","3,1",325600,0,15.48,7.63,9.53,6.14,9.11
4705,certifiée halal,2015-05-13,Comédie,1h 25min,Mahmoud Zemmouri,"Mahmoud Zemmouri, Marie-Laurence Attias","Hafsia Herzi, Smaïn Fairouze, Mourade Zeguendi",France,MLA FILMS,Box Office France,12 200,"2,0","1,7",421815,0,14.95,11.38,15.19,16.55,11.65
4706,de bon matin,2011-10-05,Drame,1h 31min,Jean-Marc Moutout,"Jean-Marc Moutout, Olivier Gorce","Jean-Pierre Darroussin, Valérie Dréville, Xavier Beauvois",France,Les Films du Losange,Box Office France,59 339,"3,5","3,2",583436,0,19.74,14.83,15.78,13.22,14.87
4707,le jeune karl marx,2017-09-27,"Drame, Historique, Biopic",1h 58min,Raoul Peck,"Raoul Peck, Pascal Bonitzer","August Diehl, Stefan Konarske, Vicky Krieps",France,Diaphana Distribution,Box Office France,50 733,"3,2","3,6",205017,0,20.79,14.23,17.5,17.71,15.49
4708,zambezia 3d,2013-08-14,"Animation, Aventure, Comédie, Famille",1h 23min,Wayne Thornley,"Andrew Cook, Anthony Silverston","Jeremy Suarez, Abigail Breslin, Jeff Goldblum",Afrique du Sud,Metropolitan FilmExport,Box Office France,106 754,"2,9","3,0",215560,20000000,22.77,17.39,20.99,21.87,20.61
4710,dear comrades,2021-09-01,"Drame, Historique",2h 00min,Andrey Konchalovsky,"Andrey Konchalovsky, Elena Kiseleva","Yuliya Vysotskaya, Vladislav Komarov, Andrey Gusev",Russie,Potemkine Films,Box Office France,9 240,"3,8","4,0",56777,2000000,23.82,17.19,22.03,23.9,20.96
4711,"uchiage hanabi, shita kara miru ka? yoko kara miru ka?",2018-01-03,"Animation, Drame",1h 30min,Akiyuki Shimbo,"Nobuyuki Takeuchi, Hitoshi Ône","Suzu Hirose, Masaki Suda, Mamoru Miyano",Japon,Eurozoom,Box Office France,8 266,"2,9","2,5",54214,0,7.0,5.69,10.81,10.15,7.33
4715,nebraska,2014-04-02,"Comédie, Drame",1h 55min,Alexander Payne,Bob Nelson,"Bruce Dern, Will Forte, June Squibb",U.S.A.,Diaphana Distribution,Box Office France,54 541,"3,3","3,9",476925,12000000,14.27,14.03,14.87,14.29,14.14
4716,"salaud, on t'aime",2014-04-02,Comédie dramatique,2h 04min,Claude Lelouch,Claude Lelouch,"Johnny Hallyday, Sandrine Bonnaire, Eddy Mitchell",France,Les Films 13 / Paname Distribution,Box Office France,190 107,"2,8","2,6",480979,0,14.27,14.03,14.87,14.29,14.14
4719,the east,2013-07-10,Thriller,1h 57min,Zal Batmanglij,"Zal Batmanglij, Brit Marling","Brit Marling, Alexander Skarsgård, Elliot Page",U.S.A.,Twentieth Century Fox France,Box Office France,6 259,"3,0","3,4",208141,6500000,22.97,18.36,23.55,22.26,22.68
4721,bachennya metelyka,2022-10-12,Drame,1h 47min,Maksym Nakonechnyi,"Maksym Nakonechnyi, Iryna Tsilyk","Rita Burkovska, Lyubomyr Valivots, Myroslava Vytrykhoska-Makar",Ukraine,Nour Films,Box Office France,4 878,"3,6","3,4",121818,0,21.78,16.39,18.83,17.76,14.91
4724,le ciel étoilé au-dessus de ma tête,2018-05-23,Comédie,1h 17min,Ilan Klipper,Ilan Klipper,"Laurent Poitrenaux, Camille Chamoux, Marilyne Canto",France,Stray Dogs Distribution,Box Office France,6 963,"3,4","3,1",125866,0,20.46,21.11,18.52,20.73,20.96
4725,rêves de jeunesse,2019-07-31,Drame,1h 32min,Alain Raoust,"Alain Raoust, Cécile Vargaftig","Salomé Richard, Yoann Zimmer, Estelle Meyer",France,Shellac,Box Office France,3 176,"3,1","2,7",34671,0,24.1,19.24,23.63,24.16,22.45
4726,"dernier étage, gauche, gauche",2010-11-17,"Comédie, Drame",1h 33min,Angelo Cianci,Angelo Cianci,"Hippolyte Girardot, Mohamed Fellag, Aymen Saïdi",France,Memento Distribution,Box Office France,6 291,"2,7","2,3",210937,0,14.04,4.46,7.39,6.99,5.37
4727,the rebound,2010-11-17,"Comédie, Romance",1h 34min,Bart Freundlich,Bart Freundlich,"Catherine Zeta-Jones, Justin Bartha, Andrew Cherry",U.S.A.,Rezo Films,Box Office France,54 949,"1,5","2,7",402299,0,14.04,4.46,7.39,6.99,5.37
4728,le milieu de l'horizon,2021-10-20,Drame,1h 32min,Delphine Lehericey,Joanne Giger,"Laetitia Casta, Luc Bruchez, Clémence Poésy",Suisse,Outplay Films,Box Office France,763,"2,8","2,9",119181,0,18.1,12.21,13.73,12.44,10.1
4729,associés contre le crime...,2012-08-22,"Policier, Comédie",1h 44min,Pascal Thomas,"Clémence De Biéville, Pascal Thomas","Catherine Frot, André Dussollier, Linh-Dan Pham",France,StudioCanal,Box Office France,208 173,"3,1","1,7",936992,0,23.04,17.69,20.64,22.67,20.2
4733,xing fu cheng shi,2019-07-10,"Drame, Science fiction, Policier",1h 47min,Wi-ding Ho,Wi-ding Ho,"Jack Kao, Lee Hong-Chi, Louise Grinberg",U.S.A.,The Jokers / Les Bookmakers,Box Office France,8 424,"3,3","2,9",30722,0,22.21,18.23,24.52,20.73,19.55
4735,hot tub time machine,2010-10-06,"Comédie, Science fiction",1h 39min,Steve Pink,"John Morris (IV), Josh Heald","John Cusack, Clark Duke, Craig Robinson",U.S.A.,Twentieth Century Fox France,Box Office France,1 866,"2,2","2,6",222837,36000000,21.01,13.88,18.75,17.0,15.4
4737,das letzte schweigen,2011-04-27,"Thriller, Drame",1h 58min,Baran bo Odar,Baran bo Odar,"Ulrich Thomsen, Wotan Wilke Möhring, Katrin Sass",Allemagne,DistriB Films,Box Office France,3 701,"2,9","3,4",59855,0,14.9,13.65,16.97,14.49,12.38
4738,"les aventures de philibert, capitaine puceau",2011-04-06,"Comédie, Historique",1h 43min,Sylvain Fusée,"Jean-François Halin, Karine Angeli","Jérémie Renier, Alexandre Astier, Manu Payet",France,Gaumont Distribution,Box Office France,47 299,"2,2","2,0",853232,0,14.62,11.76,17.55,15.8,13.99
4739,konferenz der tiere,2011-02-09,"Animation, Famille",1h 33min,Reinhard Klooss,"Holger Tappe, Oliver Huzly, Sven Severin","Elie Semoun, Ralf Schmitz, Jacques Perrin",Allemagne,Metropolitan FilmExport,Box Office France,218 189,"1,9","2,2",1951671,0,7.16,7.86,7.32,6.21,8.42
4740,hope,2015-01-28,Drame,1h 31min,Boris Lojkine,Boris Lojkine,"Justin Wang, Endurance Newton, Dieudonné Bertrand Balo’o",France,Pyramide Distribution,Box Office France,12 564,"3,8","4,0",92125,0,3.94,2.8,6.18,2.33,3.37
4741,tijuana bible,2020-07-29,Drame,1h 32min,Jean-Charles Hue,"Axel Guyot, Jean-Charles Hue","Paul Anderson, Adriana Paz, Noé Hernandez",France,Ad Vitam,Box Office France,7 087,"2,9","2,4",130123,0,24.42,21.63,23.0,23.61,22.88
4745,les invités de mon père,2010-03-31,Comédie,1h 40min,Anne Le Ny,"Anne Le Ny, Luc Béraud","Fabrice Luchini, Karin Viard, Michel Aumont",France,UGC Distribution,Box Office France,303 708,"3,6","3,0",3174539,0,9.29,7.88,9.48,8.18,7.89
4747,l'odeur de la mandarine,2015-09-30,Drame,1h 50min,Gilles Legrand,Guillaume Laurant,"Olivier Gourmet, Georgia Scalliet, Dimitri Storoge",France,Metropolitan FilmExport,Box Office France,71 477,"3,5","3,7",184487,0,18.23,11.58,14.98,12.74,11.83
4748,macadam baby,2014-02-12,Comédie,1h 35min,Patrick Bossard,Patrick Bossard,"François Civil, Camille Claris, Arthur Jugnot",France,KapFilms,Box Office France,402,"3,1","3,2",242996,0,8.12,7.17,11.6,8.44,6.39
4749,the hurricane heist,2018-02-28,Action,1h 40min,Rob Cohen,"Scott Windhauser, Jeff Dixon","Toby Kebbell, Maggie Grace, Ryan Kwanten",U.S.A.,SND,Box Office France,138 886,"2,6","2,0",729012,35000000,6.03,1.68,9.88,6.17,3.4
4750,the inbetweeners movie,2011-12-21,Comédie,1h 37min,Ben Palmer,"Damon Beesley, Ian Morris","Simon Bird, Joe Thomas (XIX), James Buckley",Grande-Bretagne,ARP Sélection,Box Office France,54 701,"2,6","2,0",810471,4478250,15.26,7.42,7.49,3.75,6.66
4751,a bad moms christmas,2017-11-29,Comédie,1h 44min,Scott Moore,"Jon Lucas, Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn",U.S.A.,Metropolitan FilmExport,Box Office France,69 242,"2,7","2,3",187762,28000000,11.88,2.74,3.74,1.64,3.3
4753,tooth fairy,2010-06-09,"Comédie, Famille, Fantastique",1h 41min,Michael Lembeck,"Lowell Ganz, Babaloo Mandel","Dwayne Johnson, Ashley Judd, Julie Andrews",U.S.A.,Twentieth Century Fox France,Box Office France,1 605,"2,0","2,1",267980,48000000,18.67,15.38,16.63,20.38,17.98
4754,the last exorcism: part ii,2013-03-13,Epouvante-horreur,1h 29min,Ed Gass-Donnelly,"Ed Gass-Donnelly, Damien Chazelle","Ashley Bell, Julia Garner, Spencer Treat Clark",U.S.A.,StudioCanal,Box Office France,115 453,"2,0","1,5",465314,5000000,5.42,3.39,5.06,5.77,1.86
4755,una mujer fantástica,2017-07-12,Drame,1h 44min,Sebastián Lelio,"Sebastián Lelio, Gonzalo Maza","Daniela Vega, Francisco Reyes, Luis Gnecco",Chili,Ad Vitam,Box Office France,31 393,"3,6","3,7",109909,0,22.56,19.99,20.98,23.37,20.47
4756,boy,2012-09-12,"Comédie, Drame",1h 28min,Taika Waititi,Taika Waititi,"James Rolleston, Te Aho Eketone-Whitu, Taika Waititi",Nouvelle-Zélande,Les Films du Préau,Box Office France,1 692,"3,6","4,0",127565,0,20.04,14.19,17.84,16.28,14.91
4757,the angry birds movie 2,2019-10-16,"Animation, Comédie",1h 37min,Thurop Van Orman,"Peter Ackerman, Jonathon E. Stewart","Jason Sudeikis, Josh Gad, Karin Viard",U.S.A.,Sony Pictures Releasing France,Box Office France,256 867,"2,8","3,2",560815,65000000,19.06,12.32,13.02,15.39,12.59
4758,la noche de 12 años,2019-03-27,"Biopic, Aventure, Drame",2h 02min,Alvaro Brechner,Alvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort",Uruguay,Le Pacte,Box Office France,26 157,"3,6","4,0",283043,0,12.36,10.35,15.07,12.12,11.26
4760,sarusuberi: miss hokusai,2015-09-02,"Animation, Biopic, Drame, Historique",1h 33min,Keiichi Hara,Miho Maruo,"Yutaka Matsushige, Anne Watanabe, Kumiko Aso",Japon,Eurozoom,Box Office France,19 196,"3,9","3,5",69121,0,19.36,13.15,15.62,16.29,15.74
4761,what to expect when you're expecting,2012-06-20,"Comédie, Drame, Romance",1h 50min,Kirk Jones (II),"Shauna Cross, Heather Hach","Cameron Diaz, Jennifer Lopez, Elizabeth Banks",U.S.A.,Metropolitan FilmExport,Box Office France,210 052,"1,6","2,6",1532159,40000000,20.4,17.11,21.11,22.56,16.23
4765,sound of noise,2010-12-29,"Policier, Musical",1h 42min,Ola Simonsson,"Johannes Stjarne Nilsson, Ola Simonsson, Johannes Stjarne Nilsson","Bengt Nilsson, Sanna Persson, Magnus Börjeson",Suède,Wild Bunch Distribution,Box Office France,17 945,"2,9","3,9",386071,4466000,12.13,1.58,4.19,1.45,1.41
4766,tournée,2010-06-30,"Comédie, Drame",1h 51min,Mathieu Amalric,"Mathieu Amalric, Philippe Di Folco","Miranda Colclasure, Suzanne Ramsey, Dirty Martini",France,Le Pacte,Box Office France,172 154,"4,4","3,1",337233,0,23.9,19.93,22.75,26.99,23.84
4767,twelve,2010-09-08,Drame,1h 35min,Joel Schumacher,Jordan Melamed,"Chace Crawford,  50 Cent, Rory Culkin",U.S.A.,Gaumont Distribution,Box Office France,97 393,"1,5","2,3",798150,0,21.28,16.1,19.86,17.38,17.04
4769,conviction,2011-03-16,"Drame, Thriller",1h 47min,Tony Goldwyn,Pamela Gray,"Hilary Swank, Sam Rockwell, Minnie Driver",U.S.A.,Twentieth Century Fox France,Box Office France,4 426,"2,6","3,7",147987,12500000,9.66,6.96,11.52,9.41,9.41
4770,les rencontres d'après minuit,2013-11-13,"Comédie dramatique, Romance, Drame",1h 33min,Yann Gonzalez,Yann Gonzalez,"Kate Moran, Niels Schneider, Nicolas Maury",France,Potemkine Films,Box Office France,4 892,"3,1","2,4",121369,0,13.36,5.42,5.99,4.06,5.35
4771,100 kilos d’étoiles,2019-07-17,"Drame, Comédie",1h 28min,Marie-Sophie Chambon,"Marie-Sophie Chambon, Anaïs Carpita","Laure Duchêne, Angèle Metzger, Pauline Serieys",France,Bac Films,Box Office France,4 118,"3,2","2,9",181238,0,25.55,22.01,24.9,26.37,25.45
4775,le chemin du bonheur,2022-06-15,Comédie dramatique,1h 55min,Nicolas Steil,"Michel Fessler, Henri Roanne","Simon Abkarian, Pascale Arbillot, Django Schrevens",Luxembourg,Rezo Films,Box Office France,6 341,"2,5","2,8",105376,0,23.55,18.64,25.47,28.01,21.64
4779,mientras dure la guerra,2020-02-19,Drame,1h 47min,Alejandro Amenábar,"Alejandro Amenábar, Alejandro Hernández","Karra Elejalde, Eduard Fernández, Santi Prego",Espagne,Haut et Court,Box Office France,55 129,"2,7","3,0",301993,4735684,8.29,7.99,10.35,5.64,9.45
4782,les derniers parisiens,2017-02-22,Drame,1h 45min,Hamé Bourokba,"Ekoué Labitey, Hamé Bourokba, Ekoué Labitey","Reda Kateb, Slimane Dazi, Mélanie Laurent",France,Haut et Court,Box Office France,17 179,"3,5","3,1",191360,0,8.41,7.67,9.91,9.28,7.2
4783,the we and the i,2012-09-12,Comédie dramatique,1h 43min,Michel Gondry,"Michel Gondry, Paul Proch","Michael Brodie, Teresa Lynn, Lady Chen Carrasco",U.S.A.,Mars Films,Box Office France,38 650,"3,8","3,2",969716,0,20.04,14.19,17.84,16.28,14.91
4784,la jaula de oro,2013-12-04,Drame,1h 48min,Diego Quemada-Diez,"Diego Quemada-Diez, Lucía Carreras","Brandon López, Rodolfo Dominguez, Karen Martínez",Mexique,Pretty Pictures,Box Office France,18 907,"4,0","4,1",291458,2500000,12.18,4.97,3.48,-0.31,3.75
